   ------------------------------------------------------------------
  | Welcome to ROOT 6.20/06                        https://root.cern |
  | (c) 1995-2020, The ROOT Team; conception: R. Brun, F. Rademakers |
  | Built for linuxx8664gcc on Jun 10 2020, 06:10:57                 |
  | From tags/v6-20-06@v6-20-06                                      |
  | Try '.help', '.demo', '.license', '.credits', '.quit'/'.q'       |
   ------------------------------------------------------------------


Processing unifiedPlots.cc...
Which data do you want to analyze? (P17B/P19A/P20A/P21A) 
>> Is the data subtracted by accidental? (y/n)
>> Do you want to save plots? (y/n)
>> Processing P17B presub data ...
Found root file!
Initializing ...
Run = 26088 , AD = 2 , Events = 2046
Run = 26094 , AD = 1 , Events = 1848
Run = 26094 , AD = 2 , Events = 1785
Run = 26192 , AD = 1 , Events = 2312
Run = 26192 , AD = 2 , Events = 2317
Run = 26213 , AD = 1 , Events = 1731
Run = 26213 , AD = 2 , Events = 1777
Run = 26261 , AD = 1 , Events = 235
Run = 26261 , AD = 2 , Events = 246
Run = 26264 , AD = 1 , Events = 211
Run = 26264 , AD = 2 , Events = 208
Run = 26267 , AD = 1 , Events = 567
Run = 26267 , AD = 2 , Events = 570
Run = 26367 , AD = 1 , Events = 2415
Run = 26367 , AD = 2 , Events = 2544
Run = 26374 , AD = 1 , Events = 1819
Run = 26374 , AD = 2 , Events = 1758
Run = 26383 , AD = 1 , Events = 461
Run = 26383 , AD = 2 , Events = 413
Run = 26390 , AD = 1 , Events = 498
Run = 26390 , AD = 2 , Events = 497
Run = 26393 , AD = 1 , Events = 706
Run = 26393 , AD = 2 , Events = 686
Run = 26491 , AD = 1 , Events = 2468
Run = 26491 , AD = 2 , Events = 2376
Run = 26500 , AD = 1 , Events = 1634
Run = 26500 , AD = 2 , Events = 1651
Run = 26527 , AD = 1 , Events = 1762
Run = 26527 , AD = 2 , Events = 1785
Run = 26691 , AD = 1 , Events = 593
Run = 26691 , AD = 2 , Events = 619
Run = 34523 , AD = 1 , Events = 2377
Run = 34523 , AD = 2 , Events = 2378
Run = 34538 , AD = 1 , Events = 1829
Run = 34538 , AD = 2 , Events = 1857
Run = 34548 , AD = 1 , Events = 1652
Run = 34548 , AD = 2 , Events = 1604
Run = 34741 , AD = 1 , Events = 1956
Run = 34741 , AD = 2 , Events = 2063
Run = 34747 , AD = 1 , Events = 246
Run = 34747 , AD = 2 , Events = 239
Run = 34756 , AD = 1 , Events = 1946
Run = 34756 , AD = 2 , Events = 1959
Run = 34759 , AD = 1 , Events = 1943
Run = 34759 , AD = 2 , Events = 1834
Run = 34933 , AD = 1 , Events = 633
Run = 34933 , AD = 2 , Events = 683
Run = 34938 , AD = 1 , Events = 1011
Run = 34938 , AD = 2 , Events = 1011
Run = 34953 , AD = 1 , Events = 787
Run = 34953 , AD = 2 , Events = 826
Run = 35180 , AD = 1 , Events = 497
Run = 35180 , AD = 2 , Events = 506
Run = 35181 , AD = 1 , Events = 804
Run = 35181 , AD = 2 , Events = 854
Run = 35184 , AD = 1 , Events = 1721
Run = 35184 , AD = 2 , Events = 1780
Run = 35194 , AD = 1 , Events = 1799
Run = 35194 , AD = 2 , Events = 1845
Run = 35370 , AD = 1 , Events = 2342
Run = 35370 , AD = 2 , Events = 2511
Run = 35387 , AD = 1 , Events = 5
Run = 35387 , AD = 2 , Events = 6
Run = 35388 , AD = 1 , Events = 1563
Run = 35388 , AD = 2 , Events = 1477
Run = 35397 , AD = 1 , Events = 12
Run = 35397 , AD = 2 , Events = 10
Run = 35410 , AD = 1 , Events = 208
Run = 35410 , AD = 2 , Events = 179
Run = 35411 , AD = 1 , Events = 906
Run = 35411 , AD = 2 , Events = 963
Run = 35428 , AD = 1 , Events = 27
Run = 35428 , AD = 2 , Events = 21
Run = 35430 , AD = 1 , Events = 299
Run = 35430 , AD = 2 , Events = 300
Run = 35435 , AD = 1 , Events = 264
Run = 35435 , AD = 2 , Events = 266
Run = 35606 , AD = 1 , Events = 2313
Run = 35606 , AD = 2 , Events = 2449
Run = 35612 , AD = 1 , Events = 1772
Run = 35612 , AD = 2 , Events = 1842
Run = 35621 , AD = 1 , Events = 1941
Run = 35621 , AD = 2 , Events = 1858
Run = 35793 , AD = 1 , Events = 2450
Run = 35793 , AD = 2 , Events = 2492
Run = 35803 , AD = 1 , Events = 1800
Run = 35803 , AD = 2 , Events = 1849
Run = 35814 , AD = 1 , Events = 1717
Run = 35814 , AD = 2 , Events = 1761
Run = 35982 , AD = 1 , Events = 1829
Run = 35982 , AD = 2 , Events = 1874
Run = 35989 , AD = 1 , Events = 1656
Run = 35989 , AD = 2 , Events = 1669
Run = 36002 , AD = 1 , Events = 1066
Run = 36002 , AD = 2 , Events = 1024
Run = 36011 , AD = 1 , Events = 570
Run = 36011 , AD = 2 , Events = 560
Run = 36196 , AD = 1 , Events = 2140
Run = 36196 , AD = 2 , Events = 2184
Run = 36210 , AD = 1 , Events = 1675
Run = 36210 , AD = 2 , Events = 1728
Run = 36219 , AD = 1 , Events = 1627
Run = 36219 , AD = 2 , Events = 1684
Run = 36393 , AD = 1 , Events = 455
Run = 36393 , AD = 2 , Events = 479
Run = 36394 , AD = 1 , Events = 1666
Run = 36394 , AD = 2 , Events = 1703
Run = 36397 , AD = 1 , Events = 1567
Run = 36397 , AD = 2 , Events = 1486
Run = 36406 , AD = 1 , Events = 1626
Run = 36406 , AD = 2 , Events = 1697
Run = 36582 , AD = 1 , Events = 2373
Run = 36582 , AD = 2 , Events = 2316
Run = 36586 , AD = 1 , Events = 447
Run = 36586 , AD = 2 , Events = 478
Run = 36801 , AD = 1 , Events = 31
Run = 36801 , AD = 2 , Events = 48
Run = 36804 , AD = 1 , Events = 1551
Run = 36804 , AD = 2 , Events = 1725
Run = 36813 , AD = 1 , Events = 1722
Run = 36813 , AD = 2 , Events = 1907
Run = 36895 , AD = 1 , Events = 2625
Run = 36895 , AD = 2 , Events = 2666
Run = 36904 , AD = 1 , Events = 1760
Run = 36904 , AD = 2 , Events = 1818
Run = 36914 , AD = 1 , Events = 919
Run = 36914 , AD = 2 , Events = 908
Run = 36934 , AD = 1 , Events = 1787
Run = 36934 , AD = 2 , Events = 1746
Run = 36941 , AD = 1 , Events = 882
Run = 36941 , AD = 2 , Events = 872
Run = 36955 , AD = 1 , Events = 513
Run = 36955 , AD = 2 , Events = 541
Run = 37048 , AD = 1 , Events = 735
Run = 37048 , AD = 2 , Events = 734
Run = 37051 , AD = 1 , Events = 819
Run = 37051 , AD = 2 , Events = 817
Run = 37058 , AD = 1 , Events = 1709
Run = 37058 , AD = 2 , Events = 1656
Run = 37119 , AD = 1 , Events = 2447
Run = 37119 , AD = 2 , Events = 2504
Run = 37147 , AD = 1 , Events = 1737
Run = 37147 , AD = 2 , Events = 1776
Run = 37154 , AD = 1 , Events = 1693
Run = 37154 , AD = 2 , Events = 1737
Run = 37322 , AD = 1 , Events = 3944
Run = 37322 , AD = 2 , Events = 3836
Run = 37353 , AD = 1 , Events = 122
Run = 37353 , AD = 2 , Events = 129
Run = 37358 , AD = 1 , Events = 104
Run = 37358 , AD = 2 , Events = 96
Run = 37363 , AD = 1 , Events = 13
Run = 37363 , AD = 2 , Events = 13
Run = 37365 , AD = 1 , Events = 1287
Run = 37365 , AD = 2 , Events = 1297
Run = 37445 , AD = 1 , Events = 2428
Run = 37445 , AD = 2 , Events = 2531
Run = 37451 , AD = 1 , Events = 1697
Run = 37451 , AD = 2 , Events = 1675
Run = 37468 , AD = 1 , Events = 30
Run = 37468 , AD = 2 , Events = 19
Run = 37469 , AD = 1 , Events = 69
Run = 37469 , AD = 2 , Events = 71
Run = 37470 , AD = 1 , Events = 1562
Run = 37470 , AD = 2 , Events = 1588
Run = 37545 , AD = 1 , Events = 2350
Run = 37545 , AD = 2 , Events = 2504
Run = 37550 , AD = 1 , Events = 1751
Run = 37550 , AD = 2 , Events = 1724
Run = 37559 , AD = 1 , Events = 1706
Run = 37559 , AD = 2 , Events = 1669
Run = 37645 , AD = 1 , Events = 4170
Run = 37645 , AD = 2 , Events = 4132
Run = 37648 , AD = 1 , Events = 42
Run = 37648 , AD = 2 , Events = 43
Run = 37657 , AD = 1 , Events = 45
Run = 37657 , AD = 2 , Events = 42
Run = 37658 , AD = 1 , Events = 1222
Run = 37658 , AD = 2 , Events = 1243
Run = 37659 , AD = 1 , Events = 18
Run = 37659 , AD = 2 , Events = 19
Run = 37661 , AD = 1 , Events = 5
Run = 37661 , AD = 2 , Events = 4
